name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
college station,2023-03-18,12.6,8.6,10.3,12.6,6.3,9.2,-1.2,45,0,0,0,,0,0,31.7,21.1,7,1026.3,72.7,16,42.5,3.7,1,10,2023-03-18T07:31:42,2023-03-18T19:35:30,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-03-19,14.7,3.6,9,14.7,1.3,7.9,-3.7,42.1,0,0,0,,0,0,22.3,16.1,17.7,1031.6,0,16,133.7,11.5,7,10,2023-03-19T07:30:29,2023-03-19T19:36:08,0.93,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-03-20,13.7,3.5,9.1,13.7,1.6,8.4,0.1,54.3,0,0,0,,0,0,38.9,29.1,137.3,1025.6,59.2,16,44.5,3.8,2,10,2023-03-20T07:29:15,2023-03-20T19:36:47,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-03-21,21.7,11,16.7,21.7,11,16.7,13.8,83.4,0.995,100,16.67,rain,0,0,49.6,33.1,149.2,1017.7,100,14.5,36.3,3.2,2,10,2023-03-21T07:28:01,2023-03-21T19:37:25,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-03-22,27.6,19.9,23.1,28.5,19.9,23.3,19,78.9,0.237,100,4.17,rain,0,0,50,31.9,172.7,1016.9,98.3,15.7,73,6.2,4,10,2023-03-22T07:26:47,2023-03-22T19:38:03,0.03,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-03-23,28.7,22,24.7,29.5,22,24.9,19.8,75.5,0,0,0,,0,0,61.5,38.4,162.4,1014.1,87.3,15.8,97,8.4,5,30,2023-03-23T07:25:33,2023-03-23T19:38:41,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-03-24,28.7,17.5,24.1,29,17.5,24.2,17.6,69.5,0,0,0,,0,0,47,29.5,192.6,1007.2,66.8,15.7,76,6.7,5,30,2023-03-24T07:24:19,2023-03-24T19:39:19,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,1286W,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-03-25,26.9,10.5,19,26.5,10.5,18.9,5.4,47.6,0,0,0,,0,0,35.3,23.7,323.2,1010.8,0.4,15.9,127,10.8,8,10,2023-03-25T07:23:05,2023-03-25T19:39:57,0.13,Clear,Clear conditions throughout the day.,clear-day,"99999900438,1286W,74746003904,KCFD,KRWV,KCLL,D0664,PRVT2"
college station,2023-03-26,23,11.1,17.3,23,11.1,17.3,12,71.7,0,0,0,,0,0,14.8,10.4,59.3,1010.3,47.3,15,32.3,2.6,1,10,2023-03-26T07:21:51,2023-03-26T19:40:35,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-03-27,26.1,13.9,19.8,26.1,13.9,19.8,14.1,71.6,0,0,0,,0,0,22.3,14.7,37.5,1014.6,47.5,15.3,93.3,8.1,6,10,2023-03-27T07:20:37,2023-03-27T19:41:13,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-03-28,23.5,15.7,19.1,23.5,15.7,19.1,6.1,44.9,0,0,0,,0,0,56.7,35,0.7,1021.7,24.2,16,113.4,9.6,6,10,2023-03-28T07:19:23,2023-03-28T19:41:51,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-03-29,21,12.9,16.8,21,12.9,16.8,7.1,53.2,0,0,0,,0,0,24.1,17.4,76.5,1021.4,88.9,16,60.5,5.4,3,10,2023-03-29T07:18:09,2023-03-29T19:42:28,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-03-30,25.1,16.4,20.8,25.1,16.4,20.8,16.1,74.8,0,0,0,,0,0,45.9,31.1,139.2,1015.7,86.8,15.8,39,3.3,2,30,2023-03-30T07:16:55,2023-03-30T19:43:06,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-03-31,30.5,21.1,25.4,31.9,21.1,25.8,19.8,72.7,1.602,100,12.5,rain,0,0,62.3,35.5,187.6,1012.1,60.4,15.8,89.5,7.6,5,75,2023-03-31T07:15:42,2023-03-31T19:43:44,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-04-01,27.6,13,21.5,26.7,13,21.3,11.3,60.2,0.222,100,20.83,rain,0,0,30.6,26.6,27.5,1018.6,18.2,12.6,94.4,8.1,7,10,2023-04-01T07:14:29,2023-04-01T19:44:21,0.36,Rain,Clear conditions throughout the day with rain clearing later.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,72376123901,D0664"
college station,2023-04-02,28.6,17.4,22.5,29.9,17.4,22.7,15.1,63.8,0.871,100,4.17,rain,0,0,52,30.9,153.4,1012.8,46.4,16,43.1,3.7,2,60,2023-04-02T07:13:16,2023-04-02T19:44:59,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"74746003904,KCFD,KRWV,KCLL,72376123901,D0664,PRVT2"
college station,2023-04-03,30.9,21.6,25.4,34.3,21.6,26.3,20.7,76.7,0,0,0,,0,0,45.7,28.8,171.8,1007.2,49.8,15.9,117.4,10.1,7,75,2023-04-03T07:12:03,2023-04-03T19:45:37,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,F8879,D0664"
college station,2023-04-04,29.7,23.2,25.5,31.3,23.2,26,21,76.9,0,0,0,,0,0,62.6,40.6,166,1004.3,87.7,15.7,63.7,5.3,3,75,2023-04-04T07:10:51,2023-04-04T19:46:14,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-04-05,25.5,15.9,20.8,25.5,15.9,20.8,15.2,71.1,0.886,100,25,rain,0,0,56.5,34.9,129.5,1012.2,96,15.9,30.6,2.6,1,60,2023-04-05T07:09:38,2023-04-05T19:46:52,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-04-06,15,11.5,12.5,15,11.5,12.5,10.8,89.4,70.133,100,91.67,rain,0,0,48.9,31.2,19.6,1020.1,93.7,13.2,6.2,0.5,0,10,2023-04-06T07:08:27,2023-04-06T19:47:30,0.52,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,F8879,PRVT2"
college station,2023-04-07,12.7,10.5,11.8,12.7,10.5,11.8,10.6,92.6,26.918,100,83.33,rain,0,0,38.9,22.9,16.9,1021.4,100,14.3,29.5,2.5,1,10,2023-04-07T07:07:15,2023-04-07T19:48:08,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"99999900438,1286W,74746003904,KCFD,KCLL,D0664"
college station,2023-04-08,18.7,12,14.8,18.7,12,14.8,12.7,87.2,0,0,0,,0,0,29.5,18.2,4.9,1020.5,100,14.6,84.8,7.1,4,10,2023-04-08T07:06:04,2023-04-08T19:48:45,0.59,Overcast,Cloudy skies throughout the day.,cloudy,"99999900438,1286W,74746003904,KCFD,KCLL"
college station,2023-04-09,21.5,14.8,18.3,21.5,14.8,18.3,14.5,79.6,0,0,0,,0,0,18.4,15.4,54.2,1021.4,96.8,15.9,136.9,11.8,6,10,2023-04-09T07:04:54,2023-04-09T19:49:23,0.63,Overcast,Cloudy skies throughout the day.,cloudy,"99999900438,1286W,74746003904,KCFD,KCLL"
college station,2023-04-10,20.9,15.9,18.4,20.9,15.9,18.4,14,76.6,0,0,0,,0,0,20.5,16.2,61,1023.3,90.9,16,139.1,12.1,5,10,2023-04-10T07:03:43,2023-04-10T19:50:01,0.66,Overcast,Cloudy skies throughout the day.,cloudy,"99999900438,1286W,74746003904,KCFD,HTVT2,KCLL,PRVT2"
college station,2023-04-11,24.4,13.1,18.3,24.4,13.1,18.3,11.7,68.5,0,0,0,,0,0,18.4,15.4,29.7,1022.6,54.8,16,240.1,20.9,10,10,2023-04-11T07:02:34,2023-04-11T19:50:39,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,1286W,74746003904,KCFD,KCLL"
college station,2023-04-12,25.7,13,18.5,25.7,13,18.5,12,67.2,0,0,0,,0,0,46.1,20.9,90.1,1017.7,12,16,267.8,23.1,9,10,2023-04-12T07:01:24,2023-04-12T19:51:17,0.73,Clear,Clear conditions throughout the day.,clear-day,"99999900438,1286W,74746003904,KCFD,KRWV,HTVT2,KCLL,72376123901,PRVT2"
college station,2023-04-13,25.9,12.9,19.5,25.9,12.9,19.5,11.9,64.6,0,0,0,,0,0,20.2,16.9,140.1,1010.9,15.5,16,258.9,22.2,9,10,2023-04-13T07:00:16,2023-04-13T19:51:56,0.75,Clear,Clear conditions throughout the day.,clear-day,"99999900438,1286W,74746003904,KCFD,KCLL,72376123901"
college station,2023-04-14,24.2,15.2,20.7,24.2,15.2,20.7,17,80.2,0,0,0,,0,0,45,24.8,155.9,1008.4,57.2,16,53,4.7,2,75,2023-04-14T06:59:08,2023-04-14T19:52:34,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,1286W,74746003904,KCFD,KCLL,D0664"
college station,2023-04-15,30.9,18.9,24.8,33.6,18.9,25.4,17.6,66.9,0,0,0,,0,0,37.1,22.2,224,1010.3,38.1,16,107.6,9.1,7,100,2023-04-15T06:58:00,2023-04-15T19:53:12,0.84,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-04-16,23,13.4,18.5,23,13.4,18.5,4.9,42.6,0,0,0,,0,0,49.9,31.2,11.9,1022.4,0,16,135.2,11.6,8,10,2023-04-16T06:56:53,2023-04-16T19:53:51,0.88,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KCLL,D0664,PRVT2"
college station,2023-04-17,25.9,10.3,18.3,25.9,10.3,18.3,6.3,50.3,0,0,0,,0,0,35.3,22.9,150.6,1019.3,7.8,16,127.5,11,8,10,2023-04-17T06:55:47,2023-04-17T19:54:29,0.91,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-04-18,26.8,15.8,20.7,27.1,15.8,20.8,14,66.2,2.612,100,12.5,rain,0,0,39.4,29.4,150.9,1013,52.3,16,65.7,5.6,2,30,2023-04-18T06:54:41,2023-04-18T19:55:08,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"99999900438,74746003904,KCFD,KCLL,D0664,PRVT2"
college station,2023-04-19,28.1,18.8,23.1,28.9,18.8,23.2,17.8,73.4,0,0,0,,0,0,49.2,32.3,159,1012.2,55.4,16,74.7,6.3,4,60,2023-04-19T06:53:36,2023-04-19T19:55:47,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,PRVT2"
college station,2023-04-20,27.5,18.7,23,30.1,18.7,23.2,20.2,84.8,36.805,100,20.83,rain,0,0,54.6,30.1,149.4,1013.1,96,15.6,56.4,4.7,4,75,2023-04-20T06:52:32,2023-04-20T19:56:26,0.02,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"99999900438,74746003904,KCFD,KCLL,D0664,PRVT2"
college station,2023-04-21,25.3,18.2,20.7,25.3,18.2,20.7,17,79.9,2.769,100,20.83,rain,0,0,63.5,26.4,3.9,1013.1,63.1,15.9,67.9,5.8,5,30,2023-04-21T06:51:29,2023-04-21T19:57:05,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-04-22,26.3,13.2,20.1,26.3,13.2,20.1,10.7,57.1,0,0,0,,0,0,31.7,21.5,120.5,1013.9,22.7,16,123.4,10.8,8,10,2023-04-22T06:50:26,2023-04-22T19:57:44,0.08,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,72376123901,D0664"
college station,2023-04-23,19.7,13,15.9,19.7,13,15.9,9.8,67.7,0,0,0,,0,0,58.9,36.2,42.3,1016.2,70.1,16,63.9,5.7,3,10,2023-04-23T06:49:24,2023-04-23T19:58:23,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-04-24,21.9,11.4,15.9,21.9,11.4,15.9,9.8,67.8,0,0,0,,0,0,33.5,21.4,49.4,1017.7,87.5,16,72,6,4,10,2023-04-24T06:48:23,2023-04-24T19:59:02,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-04-25,24.2,15.8,19.3,24.2,15.8,19.3,14,71.3,0,0,0,,0,0,37.1,21.4,87.5,1013.1,85.5,16,76.5,6.5,5,30,2023-04-25T06:47:22,2023-04-25T19:59:42,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664,PRVT2"
college station,2023-04-26,29,18.1,23.1,31.1,18.1,23.5,19.1,78.9,11.654,100,12.5,rain,0,0,57.2,26.6,131.8,1009.9,89.7,15.6,70.2,6,3,75,2023-04-26T06:46:23,2023-04-26T20:00:21,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-04-27,24.7,17,19.9,24.7,17,19.9,15.2,76.6,39.973,100,25,rain,0,0,32.1,20.5,295.1,1010.4,62.1,15.3,89.5,7.9,6,10,2023-04-27T06:45:24,2023-04-27T20:01:01,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,PRVT2"
college station,2023-04-28,28.5,14,19.8,29.4,14,19.9,14.9,74.8,17.675,100,12.5,rain,0,0,90.7,36.6,173.8,1008.8,49.2,15.9,111.8,9.6,7,60,2023-04-28T06:44:27,2023-04-28T20:01:40,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"99999900438,74746003904,KCFD,KCLL,D0664,PRVT2"
college station,2023-04-29,22.6,12.7,16.9,22.6,12.7,16.9,9.5,63.8,0.237,100,4.17,rain,0,0,59,35.5,322.8,1013.3,66.1,15.8,110.3,9.4,8,10,2023-04-29T06:43:30,2023-04-29T20:02:20,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901,F8879"
college station,2023-04-30,30.5,10.8,20.6,29,10.8,20.2,9.5,54.5,0,0,0,,0,0,29.5,20.1,215.9,1012,0,16,123.7,10.5,8,10,2023-04-30T06:42:35,2023-04-30T20:03:00,0.34,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-05-01,28,15.7,21.8,27.4,15.7,21.7,10.8,51.6,0,0,0,,0,0,35.3,18.9,70.3,1011.4,0,16,118.3,10.2,8,10,2023-05-01T06:41:40,2023-05-01T20:03:40,0.37,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KCLL,D0664,F8879"
college station,2023-05-02,27,17.9,22.8,27.9,17.9,22.9,16.7,70.2,0,0,0,,0,0,20.5,15.1,113.9,1012.3,49.6,14.6,82.8,7.2,4,30,2023-05-02T06:40:46,2023-05-02T20:04:20,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664,PRVT2"
college station,2023-05-03,29.1,18.9,24.2,29.6,18.9,24.4,17.5,68.2,0,0,0,,0,0,33.5,17.2,136,1013.3,21.2,15.9,82.4,6.9,4,30,2023-05-03T06:39:53,2023-05-03T20:04:59,0.43,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-05-04,28.5,18.6,23.4,31.2,18.6,23.9,19.1,77.3,0,0,0,,0,0,27.7,20.7,151.2,1012.2,56.8,16,46.3,3.9,2,75,2023-05-04T06:39:02,2023-05-04T20:05:39,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-05-05,33.1,23.3,27.8,37.5,23.3,29.9,22.4,74.3,0,0,0,,0,0,34.9,23.6,183.1,1011.1,49.7,14.5,129.7,11.2,7,100,2023-05-05T06:38:11,2023-05-05T20:06:19,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664,F8879"
college station,2023-05-06,32.5,18.7,25.6,38,18.7,27.6,20.3,73.2,3.881,100,12.5,rain,0,0,67,31.4,147.3,1012.9,53.2,15.9,86.8,7.5,4,100,2023-05-06T06:37:22,2023-05-06T20:06:59,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-05-07,29.8,23.5,25.8,30.6,23.5,25.9,20.6,74.6,0,0,0,,0,0,56.8,34.4,144.7,1014.2,51.7,16,75.2,6.3,6,100,2023-05-07T06:36:34,2023-05-07T20:07:39,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664,F8879"
college station,2023-05-08,30.4,21.1,24.5,35,21.1,25.6,21.3,82.8,0.791,100,4.17,rain,0,0,54.2,32.4,138.2,1012.9,54.6,14,78.7,6.7,7,100,2023-05-08T06:35:46,2023-05-08T20:08:19,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"99999900438,74746003904,KCFD,KCLL,D0664,F8879"
college station,2023-05-09,24.9,19.5,22,24.9,19.5,22,19.3,84.7,1.643,100,20.83,rain,0,0,47.9,16.9,93.7,1013.1,64.2,14.9,31.1,2.6,1,60,2023-05-09T06:35:00,2023-05-09T20:08:59,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-05-10,24.6,20.6,22.3,24.6,20.6,22.3,20.3,88.6,9.375,100,45.83,rain,0,0,22.3,18,118.3,1011.6,92.7,14.8,41.1,3.6,2,30,2023-05-10T06:34:16,2023-05-10T20:09:39,0.68,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,F8879"
college station,2023-05-11,31.3,20.9,26,35.7,20.9,27.6,22.3,80.8,0,0,0,,0,0,33.5,24.8,150.5,1009.6,64.6,13.6,83.3,7.2,5,100,2023-05-11T06:33:32,2023-05-11T20:10:19,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-05-12,32.4,24,27.3,37.1,24,29.2,22.8,77.7,0,0,0,,0,0,42,26.2,143.3,1012.1,67.7,14.1,84.5,7.2,6,100,2023-05-12T06:32:50,2023-05-12T20:10:58,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664,F8879"
college station,2023-05-13,26.3,19.8,23.1,26.3,19.8,23.1,20.9,87.1,17.187,100,41.67,rain,0,0,45.9,25.8,91.7,1015,82.7,15.4,38.7,3.3,2,75,2023-05-13T06:32:09,2023-05-13T20:11:38,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-05-14,27.5,20.5,23.1,29.1,20.5,23.3,20,83.6,37.381,100,33.33,rain,0,0,27.7,17.2,82.1,1017.6,51.9,14.4,53.9,4.5,4,10,2023-05-14T06:31:29,2023-05-14T20:12:17,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,F8879,PRVT2"
college station,2023-05-15,29.1,20.3,23.8,32.1,20.3,24.4,21,85.4,10.435,100,16.67,rain,0,0,49.8,16.1,30.2,1020.2,60.9,14,84.4,7.2,5,60,2023-05-15T06:30:50,2023-05-15T20:12:57,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,F8879"
college station,2023-05-16,28.1,20.3,23.6,29.8,20.3,24.1,19.7,80,0,0,0,,0,0,34.4,19.7,306.6,1016.7,46.2,14.3,120,10.3,9,30,2023-05-16T06:30:13,2023-05-16T20:13:36,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-05-17,30.7,19.1,24.6,31.2,19.1,24.8,18,69.1,0,0,0,,0,0,16.6,14,345.6,1012.1,19.6,15.9,109.3,9.3,7,30,2023-05-17T06:29:37,2023-05-17T20:14:15,0.93,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-05-18,31.8,19.8,25.9,33,19.8,26.5,18.1,63.9,0,0,0,,0,0,25.9,13.8,113.1,1012.8,1.4,16,129.8,11.2,8,60,2023-05-18T06:29:02,2023-05-18T20:14:53,0.97,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,72376123901,D0664"
college station,2023-05-19,33.2,21.6,27.2,34.7,21.6,28.1,19.7,65.9,0,0,0,,0,0,31.7,19.3,178.9,1014.7,0.5,16,146.9,12.7,8,60,2023-05-19T06:28:29,2023-05-19T20:15:32,0,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-05-20,28.5,21.5,24.9,30.2,21.5,25.2,19.5,72.7,1.524,100,8.33,rain,0,0,35.3,24.2,326.7,1018.5,38.7,16,112.7,9.6,5,10,2023-05-20T06:27:57,2023-05-20T20:16:10,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,72376123901,D0664"
college station,2023-05-21,25.4,19.7,22.4,25.4,19.7,22.4,17.7,75,0,0,0,,0,0,18.4,16.6,21.8,1018.3,34.1,15.9,48.9,4.2,2,10,2023-05-21T06:27:27,2023-05-21T20:16:47,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-05-22,29.6,19,24.2,29.7,19,24.3,16.9,65.7,0,0,0,,0,0,13,9,48.1,1015.4,14,15.8,127.4,10.9,8,30,2023-05-22T06:26:57,2023-05-22T20:17:25,0.1,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-05-23,30.4,20.7,25.2,31.9,20.7,25.7,18.8,69,0,0,0,,0,0,18.4,19.3,92.9,1013.7,24.5,15.6,98.5,8.4,7,60,2023-05-23T06:26:30,2023-05-23T20:18:02,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-05-24,30.1,20.4,24.9,30.7,20.4,25.1,18.6,69.5,4.747,100,12.5,rain,0,0,50,26.6,28.9,1013.4,33.1,15.8,120,10.3,6,30,2023-05-24T06:26:03,2023-05-24T20:18:39,0.16,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-05-25,30.2,20.3,25.1,30.7,20.3,25.4,18.1,66.8,0,0,0,,0,0,27.7,15.8,57.7,1013.4,18.3,16,127.3,10.9,6,10,2023-05-25T06:25:38,2023-05-25T20:19:15,0.2,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-05-26,31.9,21.1,26.4,31,21.1,26.3,16,55.5,0,0,0,,0,0,29.5,15.8,60.6,1015.1,11.6,15.9,132.4,11.4,7,10,2023-05-26T06:25:15,2023-05-26T20:19:51,0.23,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-05-27,30.9,19.7,25.8,31.2,19.7,26,16.7,59.1,0,0,0,,0,0,16.6,13.3,79.5,1015.9,16.9,15.9,84.9,7.3,3,10,2023-05-27T06:24:53,2023-05-27T20:20:26,0.25,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,72376123901,D0664"
college station,2023-05-28,31.3,20.2,26.1,31.7,20.2,26.3,17.7,62.2,0,0,0,,0,0,33.5,19.3,153.5,1014.7,25.2,16,109.3,9.4,4,10,2023-05-28T06:24:32,2023-05-28T20:21:01,0.29,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-05-29,29.9,21.4,25.3,31.1,21.4,25.7,18.7,67.9,0.272,100,8.33,rain,0,0,50,18,151.6,1013.4,25.7,16,110.1,9.4,5,30,2023-05-29T06:24:13,2023-05-29T20:21:35,0.32,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-05-30,31.1,20.6,25.6,32.1,20.6,26.1,18.9,68.4,7.249,100,8.33,rain,0,0,16.6,15.7,85.8,1012.5,13.9,15.8,139.3,11.8,7,30,2023-05-30T06:23:55,2023-05-30T20:22:09,0.36,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-05-31,32.6,21.1,26.4,33.1,21.1,26.9,18.8,65.8,0,0,0,,0,0,18.4,13.6,143.2,1012.2,16.3,16,125,10.7,7,30,2023-05-31T06:23:38,2023-05-31T20:22:42,0.39,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-06-01,32.1,21.6,27,33.3,21.6,27.7,19.4,65.4,0,0,0,,0,0,31.5,16.5,141.8,1011.9,15.1,15.8,107.4,9.3,4,30,2023-06-01T06:23:24,2023-06-01T20:23:14,0.42,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901,PRVT2"
